,Disease.ID,Disorder.name,Gene.symbols,OMIM.ID,Chromosome,Class,Final.Search,description
2022,1059,"""Myopathy due to CPT II deficiency, 255110 (3)""",CPT2,600650,1p32,Muscular,Myopathy due to CPT II deficiency, 
2023,1059,Myopathy due to phosphoglycerate mutase deficiency (3),"""PGAM2, PGAMM""",261670,7p13-p12.3,Muscular,Myopathy due to phosphoglycerate mutase deficiency, 
2024,1059,"""Myopathy, Laing distal, 160500 (3)""","""MYH7, CMH1, MPD1""",160760,14q12,Muscular,Myopathy,"Myopathy is a muscular disease in which the muscle fibers do not function for any one of many reasons, resulting in muscular weakness. ""Myopathy"" simply means muscle disease (myo- Greek Î_Ï…Î¿ ""muscle"" + pathos -pathy Greek ""suffering""). This meaning implies that the primary defect is within the muscle, as opposed to the nerves (""neuropathies"" or ""neurogenic"" disorders) or elsewhere (e.g., the brain etc.). Muscle cramps, stiffness, and spasm can also be associated with myopathy.
Capture Myopathy, or Shock Disease, is a little-studied condition observed in wild animals such as hares and birds that have been captured or handled. The condition is usually lethal and stress has been identified as the single most determining factor, exacerbated by muscle exertion.
Muscular disease can be classified as neuromuscular or musculoskeletal in nature. Some conditions, such as myositis, can be considered both neuromuscular and musculoskeletal."
2025,1059,"""Myopathy, myosin storage, 608358 (3)""","""MYH7, CMH1, MPD1""",160760,14q12,Muscular,Myopathy,"Myopathy is a muscular disease in which the muscle fibers do not function for any one of many reasons, resulting in muscular weakness. ""Myopathy"" simply means muscle disease (myo- Greek Î_Ï…Î¿ ""muscle"" + pathos -pathy Greek ""suffering""). This meaning implies that the primary defect is within the muscle, as opposed to the nerves (""neuropathies"" or ""neurogenic"" disorders) or elsewhere (e.g., the brain etc.). Muscle cramps, stiffness, and spasm can also be associated with myopathy.
Capture Myopathy, or Shock Disease, is a little-studied condition observed in wild animals such as hares and birds that have been captured or handled. The condition is usually lethal and stress has been identified as the single most determining factor, exacerbated by muscle exertion.
Muscular disease can be classified as neuromuscular or musculoskeletal in nature. Some conditions, such as myositis, can be considered both neuromuscular and musculoskeletal."
2026,1059,"""Myopathy, nemaline, 3, 161800 (3)""","""ACTA1, ASMA, NEM3, NEM1""",102610,1q42.1,Muscular,Myopathy,"Myopathy is a muscular disease in which the muscle fibers do not function for any one of many reasons, resulting in muscular weakness. ""Myopathy"" simply means muscle disease (myo- Greek Î_Ï…Î¿ ""muscle"" + pathos -pathy Greek ""suffering""). This meaning implies that the primary defect is within the muscle, as opposed to the nerves (""neuropathies"" or ""neurogenic"" disorders) or elsewhere (e.g., the brain etc.). Muscle cramps, stiffness, and spasm can also be associated with myopathy.
Capture Myopathy, or Shock Disease, is a little-studied condition observed in wild animals such as hares and birds that have been captured or handled. The condition is usually lethal and stress has been identified as the single most determining factor, exacerbated by muscle exertion.
Muscular disease can be classified as neuromuscular or musculoskeletal in nature. Some conditions, such as myositis, can be considered both neuromuscular and musculoskeletal."
2027,1061,"""Myotilinopathy, 609200 (3)""","""TTID, MYOT""",604103,5q31,Muscular,Myotilinopathy, 
2028,1062,"""Myotonia congenita, atypical, acetazolamide-responsive, 608390 (3)""","""SCN4A, HYPP, NAC1A""",603967,17q23.1-q25.3,Muscular,Myotonia congenita,"Congenital myotonia (also myotonia congenita) (Myo- from Greek; muscle, and Tonus from Latin; tension), is a genetic, neuromuscular channelopathy that affects skeletal muscles (muscles used for movement). The disease was first described by Danish/German physician Julius Thomsen in 1876, who himself suffered from the disease. The hallmark of the disease is the failure of initiated contraction to terminate, often referred to as delayed relaxation of the muscles (myotonia) and rigidity. Symptoms include delayed relaxation of the muscles after voluntary contraction (myotonia), and may also include stiffness, hypertrophy (enlargement), transient weakness in some mutations, and cramping."
2029,1062,"""Myotonia congenita, dominant, 160800 (3)""",CLCN1,118425,7q35,Muscular,Myotonia congenita,"Congenital myotonia (also myotonia congenita) (Myo- from Greek; muscle, and Tonus from Latin; tension), is a genetic, neuromuscular channelopathy that affects skeletal muscles (muscles used for movement). The disease was first described by Danish/German physician Julius Thomsen in 1876, who himself suffered from the disease. The hallmark of the disease is the failure of initiated contraction to terminate, often referred to as delayed relaxation of the muscles (myotonia) and rigidity. Symptoms include delayed relaxation of the muscles after voluntary contraction (myotonia), and may also include stiffness, hypertrophy (enlargement), transient weakness in some mutations, and cramping."
2030,1062,"""Myotonia congenita, recessive, 255700 (3)""",CLCN1,118425,7q35,Muscular,Myotonia congenita,"Congenital myotonia (also myotonia congenita) (Myo- from Greek; muscle, and Tonus from Latin; tension), is a genetic, neuromuscular channelopathy that affects skeletal muscles (muscles used for movement). The disease was first described by Danish/German physician Julius Thomsen in 1876, who himself suffered from the disease. The hallmark of the disease is the failure of initiated contraction to terminate, often referred to as delayed relaxation of the muscles (myotonia) and rigidity. Symptoms include delayed relaxation of the muscles after voluntary contraction (myotonia), and may also include stiffness, hypertrophy (enlargement), transient weakness in some mutations, and cramping."
2031,1062,"""Myotonia levior, recessive (3)""",CLCN1,118425,7q35,Muscular,Myotonia levior, 
2032,1063,"""Myotonic dystrophy, 160900 (3)""","""DMPK, DM, DMK""",605377,19q13.2-q13.3,Muscular,Myotonic dystrophy,"Myotonic dystrophy (dystrophia myotonica, myotonia atrophica) is a chronic, slowly progressing, highly variable, inherited multisystemic disease. It is an autosomal-dominant disease. It is characterized by wasting of the muscles (muscular dystrophy), cataracts, heart conduction defects, endocrine changes, and myotonia.
There are two main types of myotonic dystrophy. Myotonic dystrophy type 1 (DM1), also called Steinert disease, has a severe congenital form and an adult-onset form. Myotonic dystrophy type 2 (DM2), also called proximal myotonic myopathy (PROMM) is rarer than DM1 and generally manifests with milder signs and symptoms. Myotonic dystrophy can occur in people of any age. Both forms of the disease display an autosomal-dominant pattern of inheritance. Both ""DM1"" and ""DM2"" have adult-onset forms.
"
2033,1063,"""Myotonic dystrophy, type 2, 602668 (3)""","""ZNF9, CNBP1, DM2, PROMM""",116955,3q13.3-q24,Muscular,Myotonic dystrophy,"Myotonic dystrophy (dystrophia myotonica, myotonia atrophica) is a chronic, slowly progressing, highly variable, inherited multisystemic disease. It is an autosomal-dominant disease. It is characterized by wasting of the muscles (muscular dystrophy), cataracts, heart conduction defects, endocrine changes, and myotonia.
There are two main types of myotonic dystrophy. Myotonic dystrophy type 1 (DM1), also called Steinert disease, has a severe congenital form and an adult-onset form. Myotonic dystrophy type 2 (DM2), also called proximal myotonic myopathy (PROMM) is rarer than DM1 and generally manifests with milder signs and symptoms. Myotonic dystrophy can occur in people of any age. Both forms of the disease display an autosomal-dominant pattern of inheritance. Both ""DM1"" and ""DM2"" have adult-onset forms.
"
2034,1064,"""Myotubular myopathy, X-linked, 310400 (3)""","""MTM1, MTMX""",300415,Xq28,Muscular,Myotubular myopathy,
2035,1065,Myxoid liposarcoma (3),"""DDIT3, GADD153, CHOP10""",126337,12q13.1-q13.2,Cancer,Myxoid liposarcoma,"A myxoid liposarcoma is a malignant adipose tissue neoplasm of myxoid appearance histologically.
Myxoid liposarcomas are the second most common type of liposarcoma, representing 30%â€“40% of all liposarcomas in the limbs; occurring most commonly in the legs, particularly the thigh, followed by the buttocks, retroperitoneum, trunk, ankle, proximal limb girdle, head and neck, and wrist. They occur in the intermuscular fascial planes or deep-seated areas. They present as a large, slow-growing, painless mass.
They are associated with a fusion between DDIT3 or ""CHOP"" (at 12q13.1-q13.2) and FUS or ""TLS"" (at 16p11.2) or EWS (at 22q12.2).   The specific translocation of FUS-DDIT3 is t(12;16)(q13;p11)."
2036,1066,"""Myxoma, intracardiac, 255960 (3)""","""PRKAR1A, TSE1, CNC1, CAR""",188830,17q23-q24,Cardiovascular,Myxoma,"A myxoma (New Latin from Greek 'muxa' for mucus) is a myxoid tumor of primitive connective tissue. It is the most common primary tumor of the heart in adults, but can also occur in other locations."
2037,1067,"""N-acetylglutamate synthase deficiency, 237310 (3)""",NAGS,608300,17q21.31,Metabolic,N-acetylglutamate synthase deficiency,"This is a redirect from a title with another method of capitalisation. It leads to the title in accordance with the Wikipedia naming conventions for capitalisation, or it leads to a title that is associated in some way with the conventional capitalisation of this redirect title. This may help writing, searching and international language issues. For more information follow the bold category link.
If this redirect is an incorrect capitalisation, then {{R from miscapitalisation}} should be used instead, and pages that use this link should be updated to link directly to the target.
Use this rcat to tag only mainspace redirects; when other capitalisations are in other namespaces, use {{R from modification}} instead."
2038,1070,"""Nail-patella syndrome, 161200 (3)""","""LMX1B, NPS1""",602575,9q34.1,multiple,Nail-patella syndrome,"This is a redirect from a modification of the target's title; for example, its words are rearranged, or punctuation in the name is changed. In cases of modification from distinctly longer or shorter names, please use {{R from long name}} or {{R from short name}}, respectively. For more information follow the bold category link.
Use this rcat instead of {{R from other capitalisation}} and {{R from plural}} in namespaces other than mainspace for those types of modification."
2039,1070,"""Nail-patella syndrome with open-angle glaucoma, 137750 (3)""","""LMX1B, NPS1""",602575,9q34.1,multiple,Nail-patella syndrome with open-angle glaucoma, 
2040,1071,"""Nance-Horan syndrome, 302350 (3)""",NHS,300457,Xp22.13,Ophthamological,Nance-Horan syndrome,
2041,1073,"""Narcolepsy, 161400 (3)""","""HCRT, OX""",602358,17q21,Psychiatric,Narcolepsy,"Narcolepsy is a chronic neurological disorder involving the loss of the brain's ability to regulate sleep-wake cycles. Symptoms include excessive daytime sleepiness, comparable to how people who do not have narcolepsy feel after 24â€“48 hours of sleep deprivation, as well as disturbed sleep which often is confused with insomnia. Another common symptom of narcolepsy is cataplexy, a sudden and transient episode of muscle weakness accompanied by full conscious awareness, typically (though not necessarily) triggered by emotions such as laughing, crying, terror, etc. affecting roughly 70% of people who have narcolepsy.
The system which regulates sleep, arousal, and transitions between these states in humans is composed of three interconnected subsystems: the orexin projections from the lateral hypothalamus, the reticular activating system, and the ventrolateral preoptic nucleus. In narcoleptic individuals, these systems are all associated with impairments due to a greatly reduced number of hypothalamic orexin projection neurons and significantly fewer orexin neuropeptides in cerebrospinal fluid and neural tissue, compared to non-narcoleptic individuals. Those with narcolepsy generally experience the REM stage of sleep within five minutes of falling asleep, while people who do not have narcolepsy (unless they are significantly sleep deprived) do not experience REM until after a period of slow-wave sleep, which lasts for about the first hour or so of a sleep cycle.
It is most common between ages 40 and 50 and may decline after age 60. The term narcolepsy derives from the French word narcolepsie created by the French physician Jean-Baptiste-Ã‰douard GÃ©lineau by combining the Greek Î_Î¬ÏÅÎºÎ· (narkÄ“, ""numbness"" or ""stupor""), and Î»á¿†ÏˆÎ_Ï‚ (lepsis), ""attack"" or ""seizure"".
"
2042,1074,"""Nasopharyngeal carcinoma, 161550 (3)""","""TP53, P53, LFS1""",191170,17p13.1,Cancer,Nasopharyngeal carcinoma,
2043,1075,"""Nasu-Hakola disease, 221770 (3)""",TREM2,605086,6p21.2,Bone,Nasu-Hakola disease, 
2044,1075,"""Nasu-Hakola disease, 221770 (3)""","""TYROBP, PLOSL, DAP12""",604142,19q13.1,Bone,Nasu-Hakola disease, 
2045,1077,"""Naxos disease, 601214 (3)""","""JUP, DP3, PDGB""",173325,17q21,multiple,Naxos disease,"From an alternative name: This is a redirect from a title that is another name such as a pseudonym, a nickname, or a synonym of the target, or of a name associated with the target.
This redirect leads to the title in accordance with the naming conventions for common names and can help writing. It is not necessary to replace these redirected links with a piped link.
If this redirect is an incorrect name for the target, then use {{R from incorrect name}} instead."
2046,1078,"""Nemaline myopathy, 161800 (3)""","""TPM2, TMSB, AMCD1, DA1""",190990,9p13.2-p13.1,Muscular,Nemaline myopathy,"Nemaline myopathy (also called rod myopathy or nemaline rod myopathy) is a congenital, hereditary neuromuscular disorder with many symptoms that can occur such as muscle weakness, hypoventilation, swallowing dysfunction, and impaired speech ability. The severity of these symptoms varies and can change throughout one's life to some extent. The prevalence is estimated at 1 in 50,000 live births. It is the most common non-dystrophic myopathy.
""Myopathy"" means muscle disease. Muscle fibers from a person with nemaline myopathy contains thread-like rods, sometimes called nemaline bodies. While the rods are diagnostic of the disorder, they are more likely a byproduct of the disease process rather than causing any dysfunction on their own. People with nemaline myopathy (NM) usually experience delayed motor development, or no motor development in severe cases, and weakness may occur in all of the skeletal muscles, such as muscles in the arms, legs, torso, neck flexors, throat, and face. The weakness tends to be more severe in the proximal muscles rather than the distal muscles. The ocular muscles are normally spared.
The disorder is often clinically categorized into groups with wide ranges of overlapping severity, from the most severe neonatal form which is incompatible with life, to a form so mild that it may not be diagnosed since the person appears to function at the lowest end of normal strength and breathing adequacy. Sporadic late onset nemaline myopathy (SLONM) is not a congenital disorder and is considered a different muscle disease from NM, which has its onset at birth or early childhood. Respiratory problems are usually a primary concern for people with all forms of NM, and respiratory infections are quite common. NM shortens life expectancy, particularly in the more severe forms, but aggressive and proactive care allows most individuals to survive and even lead active lives.
Nemaline myopathy is one of the neuromuscular diseases covered by the Muscular Dystrophy Association in the United States."
2047,1078,"""Nemaline myopathy 1, autosomal dominant, 161800 (3)""","""TPM3, NEM1""",191030,1q22-q23,Muscular,Nemaline myopathy 1, 
2048,1078,"""Nemaline myopathy 2, autosomal recessive, 256030 (3)""","""NEB, NEM2""",161650,2q22,Muscular,Nemaline myopathy 2, 
2049,1078,"""Nemaline myopathy, Amish type, 605355 (3)""","""TNNT1, ANM""",191041,19q13.4,Muscular,Nemaline myopathy,"Nemaline myopathy (also called rod myopathy or nemaline rod myopathy) is a congenital, hereditary neuromuscular disorder with many symptoms that can occur such as muscle weakness, hypoventilation, swallowing dysfunction, and impaired speech ability. The severity of these symptoms varies and can change throughout one's life to some extent. The prevalence is estimated at 1 in 50,000 live births. It is the most common non-dystrophic myopathy.
""Myopathy"" means muscle disease. Muscle fibers from a person with nemaline myopathy contains thread-like rods, sometimes called nemaline bodies. While the rods are diagnostic of the disorder, they are more likely a byproduct of the disease process rather than causing any dysfunction on their own. People with nemaline myopathy (NM) usually experience delayed motor development, or no motor development in severe cases, and weakness may occur in all of the skeletal muscles, such as muscles in the arms, legs, torso, neck flexors, throat, and face. The weakness tends to be more severe in the proximal muscles rather than the distal muscles. The ocular muscles are normally spared.
The disorder is often clinically categorized into groups with wide ranges of overlapping severity, from the most severe neonatal form which is incompatible with life, to a form so mild that it may not be diagnosed since the person appears to function at the lowest end of normal strength and breathing adequacy. Sporadic late onset nemaline myopathy (SLONM) is not a congenital disorder and is considered a different muscle disease from NM, which has its onset at birth or early childhood. Respiratory problems are usually a primary concern for people with all forms of NM, and respiratory infections are quite common. NM shortens life expectancy, particularly in the more severe forms, but aggressive and proactive care allows most individuals to survive and even lead active lives.
Nemaline myopathy is one of the neuromuscular diseases covered by the Muscular Dystrophy Association in the United States."
2050,3079,"""Neonatal ichthyosis-sclerosing cholangitis syndrome, 607626 (3)""","""CLDN1, SEMP1""",603718,3q28-q29,multiple,Neonatal ichthyosis-sclerosing cholangitis syndrome,"This is a redirect from a modification of the target's title; for example, its words are rearranged, or punctuation in the name is changed. In cases of modification from distinctly longer or shorter names, please use {{R from long name}} or {{R from short name}}, respectively. For more information follow the bold category link.
Use this rcat instead of {{R from other capitalisation}} and {{R from plural}} in namespaces other than mainspace for those types of modification."
2051,1080,"""Nephrogenic syndrome of inappropriate antidiuresis, 300539 (3)""","""AVPR2, DIR, DI1, ADHR""",300538,Xq28,Renal,Nephrogenic syndrome of inappropriate antidiuresis, 
2052,1081,"""Nephrolithiasis, type I, 310468 (3)""","""CLCN5, CLCK2, NPHL2, DENTS""",300008,Xp11.22,Renal,Nephrolithiasis,"This is a redirect from the scientific name of an organism (or group of organisms) to the vernacular (""common"") name. For more information follow the bold category link."
2053,1081,"""Nephrolithiasis, uric acid, susceptibility to, 605990 (3)""","""ZNF365, UAN""",607818,10q21.2,Renal,Nephrolithiasis,"This is a redirect from the scientific name of an organism (or group of organisms) to the vernacular (""common"") name. For more information follow the bold category link."
2054,1082,"""Nephronophthisis 2, infantile, 602088 (3)""","""INVS, INV, NPHP2, NPH2""",243305,9q31,Renal,Nephronophthisis 2, 
2055,1082,"""Nephronophthisis 4, 606966 (3)""","""NPHP4, SLSN4""",607215,1p36,Renal,Nephronophthisis 4, 
2056,1082,"""Nephronophthisis, adolescent, 604387 (3)""","""NPHP3, NPH3""",608002,3q22,Renal,Nephronophthisis,"Nephronophthisis is a genetic disorder of the kidneys which affects children. It is classified as a medullary cystic kidney disease. The disorder is inherited in an autosomal recessive fashion and, although rare, is the most common genetic cause of childhood kidney failure. It is a form of ciliopathy. Its incidence has been estimated to be 0.9 cases per million people in the United States, and 1 in 50,000 births in Canada.
"
2057,1082,"""Nephronophthisis, juvenile, 256100 (3)""","""NPHP1, NPH1, SLSN1""",607100,2q13,Renal,Nephronophthisis,"Nephronophthisis is a genetic disorder of the kidneys which affects children. It is classified as a medullary cystic kidney disease. The disorder is inherited in an autosomal recessive fashion and, although rare, is the most common genetic cause of childhood kidney failure. It is a form of ciliopathy. Its incidence has been estimated to be 0.9 cases per million people in the United States, and 1 in 50,000 births in Canada.
"
2058,1084,"""Nephropathy, chronic hypocomplementemic (3)""","""HF1, CFH, HUS""",134370,1q32,Renal,Nephropathy,"This is a redirect from a page that has been moved (renamed). This page was kept as a redirect to avoid breaking links, both internal and external, that may have been made to the old page name. For more information follow the bold category link."
2059,1085,"""Nephropathy with pretibial epidermolysis bullosa and deafness, 609057 (3)""","""CD151, PETA3, SFA1""",602243,11p15.5,Renal,Nephropathy with pretibial epidermolysis bullosa and deafness, 
2060,1087,"""Nephrosis-1, congenital, Finnish type, 256300 (3)""","""NPHS1, NPHN""",602716,19q13.1,Renal,Nephrosis-1, 
2061,1087,"""Nephrotic syndrome, steroid-resistant, 600995 (3)""","""PDCN, NPHS2, SRN1""",604766,1q25-q31,Renal,Nephrotic syndrome,"Nephrotic syndrome is a syndrome comprising signs of nephrosis, chiefly proteinuria, hypoalbuminemia, and edema. It is a component of glomerulonephrosis, in which different degrees of proteinuria occur. Essentially, loss of protein through the kidneys (proteinuria) leads to low protein levels in the blood (hypoproteinemia including hypoalbuminemia), which causes water to be drawn into soft tissues (edema). Very low hypoalbuminemia can also cause a variety of secondary problems, such as water in the abdominal cavity (ascites), around the heart or lung (pericardial effusion, pleural effusion), high cholesterol (hence hyperlipidemia), loss of molecules regulating coagulation (hence increased risk of thrombosis).
Large proteinuria is due to an increase in permeability of the filtering membrane of the kidney which normally separates the blood from the urinary space in Bowman's capsule. This is composed of the capillary walls of the glomerulus which are wrapped by highly specialized cells called podocytes. Alterations in their capacity to filter the substances transported in the blood mean that proteins but not cells pass into the urine (hence no haematuria). By contrast, in nephritic syndrome red blood cells pass through the pores, causing haematuria."
2062,1088,"""Netherton syndrome, 256500 (3)""","""SPINK5, LEKTI""",605010,5q32,Dermatological,Netherton syndrome,"Netherton syndrome is a severe, autosomal recessive form of ichthyosis associated with mutations in the SPINK5 gene. It is named after Earl W. Netherton (1910â€“1985), an American dermatologist who discovered it in 1958."
2063,1090,"""Neural tube defects, maternal risk of, 601634 (3)""","""MTHFD, MTHFC""",172460,14q24,Developmental,Neural tube defects,"This is a redirect from a plural noun to its singular form. Either {{R from plural}} or {{R to singular}} may be used to tag plural redirects. For more information follow the bold category link.
This redirect link is used for convenience; it is often preferable to add the plural directly after the link (for example, [[link]]s). However, do not replace these redirected links with a simpler link unless the page is updated for another reason (see WP:NOTBROKEN).
Use this rcat to tag only mainspace redirects; when plural forms are found in other namespaces, use {{R from modification}} instead."
2064,1091,"""Neuroblastoma, 256700 (3)""","""NME1, NM23""",156490,17q21.3,Cancer,Neuroblastoma,"Neuroblastoma (NB) is the most common extracranial solid cancer in childhood and the most common cancer in infancy, with an incidence of about 650 cases per year in the U.S., and 100 cases per year in the UK. Nearly half of neuroblastoma cases occur in children younger than two years. It is a neuroendocrine tumor, arising from any neural crest element of the sympathetic nervous system (SNS). It most frequently originates in one of the adrenal glands, but can also develop in nerve tissues in the neck, chest, abdomen, or pelvis.
Neuroblastoma is one of the few human malignancies known to demonstrate spontaneous regression from an undifferentiated state to a completely benign cellular appearance. It is a disease exhibiting extreme heterogeneity, and is stratified into three risk categories: low, intermediate, and high risk. Low-risk disease is most common in infants and good outcomes are common with observation only or surgery, whereas high-risk disease is difficult to treat successfully even with the most intensive multi-modal therapies available.
Esthesioneuroblastoma, also known as olfactory neuroblastoma, is believed to arise from the olfactory epithelium and its classification remains controversial. However, since it is not a sympathetic nervous system malignancy, esthesioneuroblastoma is a distinct clinical entity and is not to be confused with neuroblastoma."
2065,1091,"""Neuroblastoma, 256700 (3)""","""PMX2B, NBPHOX, PHOX2B""",603851,4p12,Cancer,Neuroblastoma,"Neuroblastoma (NB) is the most common extracranial solid cancer in childhood and the most common cancer in infancy, with an incidence of about 650 cases per year in the U.S., and 100 cases per year in the UK. Nearly half of neuroblastoma cases occur in children younger than two years. It is a neuroendocrine tumor, arising from any neural crest element of the sympathetic nervous system (SNS). It most frequently originates in one of the adrenal glands, but can also develop in nerve tissues in the neck, chest, abdomen, or pelvis.
Neuroblastoma is one of the few human malignancies known to demonstrate spontaneous regression from an undifferentiated state to a completely benign cellular appearance. It is a disease exhibiting extreme heterogeneity, and is stratified into three risk categories: low, intermediate, and high risk. Low-risk disease is most common in infants and good outcomes are common with observation only or surgery, whereas high-risk disease is difficult to treat successfully even with the most intensive multi-modal therapies available.
Esthesioneuroblastoma, also known as olfactory neuroblastoma, is believed to arise from the olfactory epithelium and its classification remains controversial. However, since it is not a sympathetic nervous system malignancy, esthesioneuroblastoma is a distinct clinical entity and is not to be confused with neuroblastoma."
2066,1092,"""Neurodegeneration, pantothenate kinase-associated, 234200 (3)""","""PANK2, NBIA1, PKAN, HARP""",606157,20p13-p12.3,Neurological,Neurodegeneration,"Neurodegeneration is the umbrella term for the progressive loss of structure or function of neurons, including death of neurons. Many neurodegenerative diseases including amyotrophic lateral sclerosis, Parkinson's, Alzheimer's, and Huntington's occur as a result of neurodegenerative processes. Such diseases are incurable, resulting in progressive degeneration and/or death of neuron cells. As research progresses, many similarities appear that relate these diseases to one another on a sub-cellular level. Discovering these similarities offers hope for therapeutic advances that could ameliorate many diseases simultaneously. There are many parallels between different neurodegenerative disorders including atypical protein assemblies as well as induced cell death. Neurodegeneration can be found in many different levels of neuronal circuitry ranging from molecular to systemic."
2067,1093,"""Neuroectodermal tumors, supratentorial primitive, with cafe-au-lait spots, 608623 (3)""","""PMS2, PMSL2, HNPCC4""",600259,7p22,multiple,Neuroectodermal tumors,
2068,1095,"""Neurofibromatosis, familial spinal, 162210 (3)""","""NF1, VRNF, WSS, NFNS""",162200,17q11.2,Cancer,Neurofibromatosis,"Neurofibromatosis (NF) refers to several genetically inherited conditions that are clinically and genetically different and carry a high possibility of tumor formation. This disorder is divided into Neurofibromatosis type 1, Neurofibromatosis type 2 and Schwannomatosis."
2069,1096,"""Neurofibromatosis-Noonan syndrome, 601321 (3)""","""NF1, VRNF, WSS, NFNS""",162200,17q11.2,Cancer,Neurofibromatosis-Noonan syndrome,
2070,1097,"""Neurofibromatosis, type 1 (3)""","""NF1, VRNF, WSS, NFNS""",162200,17q11.2,Cancer,Neurofibromatosis,"Neurofibromatosis (NF) refers to several genetically inherited conditions that are clinically and genetically different and carry a high possibility of tumor formation. This disorder is divided into Neurofibromatosis type 1, Neurofibromatosis type 2 and Schwannomatosis."
2071,1097,"""Neurofibromatosis, type 2, 101000 (3)""",NF2,607379,22q12.2,Cancer,Neurofibromatosis,"Neurofibromatosis (NF) refers to several genetically inherited conditions that are clinically and genetically different and carry a high possibility of tumor formation. This disorder is divided into Neurofibromatosis type 1, Neurofibromatosis type 2 and Schwannomatosis."
2072,1097,"""Neurofibromatosis, type I, with leukemia, 162200 (3)""","""MSH2, COCA1, FCC1, HNPCC1""",609309,2p22-p21,Cancer,Neurofibromatosis,"Neurofibromatosis (NF) refers to several genetically inherited conditions that are clinically and genetically different and carry a high possibility of tumor formation. This disorder is divided into Neurofibromatosis type 1, Neurofibromatosis type 2 and Schwannomatosis."
2073,1098,Neurofibrosarcoma (3),MXI1,600020,10q25,Cancer,Neurofibrosarcoma,"From an alternative name: This is a redirect from a title that is another name such as a pseudonym, a nickname, or a synonym of the target, or of a name associated with the target.
This redirect leads to the title in accordance with the naming conventions for common names and can help writing. It is not necessary to replace these redirected links with a piped link.
If this redirect is an incorrect name for the target, then use {{R from incorrect name}} instead."
2074,1099,"""Neuropathy, congenital hypomyelinating, 1, 605253 (3)""","""EGR2, KROX20""",129010,10q21.1-q22.1,Neurological,Neuropathy,
2075,1099,"""Neuropathy, congenital hypomyelinating, 605253 (3)""","""MPZ, CMT1B, CMTDI3, CHM, DSS""",159440,1q22,Neurological,Neuropathy,
2076,1099,"""Neuropathy, distal hereditary motor, 608634 (3)""","""HSPB1, HSP27, CMT2F""",602195,7q11.23,Neurological,Neuropathy,
2077,1099,"""Neuropathy, distal hereditary motor, type II, 158590 (3)""","""HSPB8, H11, E2IG1, DHMN2""",608014,12q24-qter,Neurological,Neuropathy,
2078,1099,"""Neuropathy, hereditary sensory and autonomic, type 1, 162400 (3)""","""SPTLC1, LBC1, SPT1, HSN1, HSAN""",605712,9q22.1-q22.3,Neurological,Neuropathy,
2079,1099,"""Neuropathy, hereditary sensory and autonomic, type V, 608654 (3)""","""NGFB, HSAN5""",162030,1p13.1,Neurological,Neuropathy,
2080,1099,"""Neuropathy, hereditary sensory, type II, 201300 (3)""",HSN2,608620,12p13.33,Neurological,Neuropathy,
2081,1099,"""Neuropathy, recurrent, with pressure palsies, 162500 (3)""","""PMP22, CMT1A, CMT1E, DSS""",601097,17p11.2,Neurological,Neuropathy,
2082,1101,"""Neutropenia, alloimmune neonatal (3)""","""FCGR3A, CD16, IGFR3""",146740,1q23,Hematological,Neutropenia,"Neutropenia or neutropaenia, is an abnormally low concentration of neutrophils (a type of white blood cell) in the blood. Neutrophils make up the majority of circulating white blood cells and serve as the primary defense against infections by destroying bacteria, bacterial fragments and immunoglobulin-bound viruses in the blood. Patients with neutropenia are more susceptible to bacterial infections and, without prompt medical attention, the condition may become life-threatening (neutropenic sepsis).
Neutropenia can be acute (temporary) or chronic (long lasting). The term is sometimes used interchangeably with ""leukopenia"" (""deficit in the number of white blood cells"")"
2083,1101,"""Neutropenia, congenital, 202700 (3)""",ELA2,130130,19p13.3,Hematological,Neutropenia,"Neutropenia or neutropaenia, is an abnormally low concentration of neutrophils (a type of white blood cell) in the blood. Neutrophils make up the majority of circulating white blood cells and serve as the primary defense against infections by destroying bacteria, bacterial fragments and immunoglobulin-bound viruses in the blood. Patients with neutropenia are more susceptible to bacterial infections and, without prompt medical attention, the condition may become life-threatening (neutropenic sepsis).
Neutropenia can be acute (temporary) or chronic (long lasting). The term is sometimes used interchangeably with ""leukopenia"" (""deficit in the number of white blood cells"")"
2084,1101,"""Neutropenia, severe congenital, 202700 (3)""","""GFI1, ZNF163""",600871,1p22,Hematological,Neutropenia,"Neutropenia or neutropaenia, is an abnormally low concentration of neutrophils (a type of white blood cell) in the blood. Neutrophils make up the majority of circulating white blood cells and serve as the primary defense against infections by destroying bacteria, bacterial fragments and immunoglobulin-bound viruses in the blood. Patients with neutropenia are more susceptible to bacterial infections and, without prompt medical attention, the condition may become life-threatening (neutropenic sepsis).
Neutropenia can be acute (temporary) or chronic (long lasting). The term is sometimes used interchangeably with ""leukopenia"" (""deficit in the number of white blood cells"")"
